,Statement,Link,Date,Source,Label
241,"Kelly Loeffler has a ""long history of donating to abortion-on-demand Democrats.""",https://www.politifact.com/factchecks/2020/sep/04/doug-collins/despite-collins-claim-loeffler-has-donated-much-mo/,2020-09-04,Doug Collins,barely-true
242,“Joe Biden wants to raise taxes on 82% of all Americans.”,https://www.politifact.com/factchecks/2020/sep/04/donald-trump-jr/donald-trump-jr-misrepresents-joe-bidens-tax-plan/,2020-09-04,Donald Trump Jr.,false
243,“Covid-19 is NOT killing people. Weak immune systems and bad doctors are.”,https://www.politifact.com/factchecks/2020/sep/04/viral-image/people-are-dying-covid-19/,2020-09-04,Viral image,false
244,"After a bridge collapse killed six people, Carlos Gimenez extended a $130 million contract to the construction company, where one of his sons worked and for which another lobbied.",https://www.politifact.com/factchecks/2020/sep/04/debbie-mucarsel-powell/fact-checking-fla-rep-mucarsel-powells-attack-gime/,2020-09-04,Debbie Mucarsel-Powell,half-true
245,Says he was the first person to call for invoking the Defense Production Act.,https://www.politifact.com/factchecks/2020/sep/04/joe-biden/joe-biden-wrong-about-how-early-he-called-invoke-d/,2020-09-04,Joe Biden,false
246,Photo shows Whoopi Goldberg wearing a shirt insulting Donald Trump.,https://www.politifact.com/factchecks/2020/sep/04/viral-image/another-doctored-photo-shows-whoopi-goldberg-weari/,2020-09-04,Viral image,pants-fire
247,"Photo shows “the aftermath of the ‘CHOP’ Zone’ in Seattle, WA. July 2020.”",https://www.politifact.com/factchecks/2020/sep/04/viral-image/no-isnt-photo-chaz-seattle/,2020-09-04,Viral image,false
248,"“Biden failed to condemn far-left violent groups like Antifa, instead faulting only the brave men and women of law enforcement.”",https://www.politifact.com/factchecks/2020/sep/03/donald-trump/trump-campaign-wrong-biden-has-repeatedly-condemne/,2020-09-03,Donald Trump,false
249,“Only 6% of the people actually died from COVID.” The others “died from other reasons.”,https://www.politifact.com/factchecks/2020/sep/03/donald-trump/trump-repeats-false-claim-about-covid-19-deaths-fo/,2020-09-03,Donald Trump,pants-fire
250,"""When I was vice president, violent crime fell 15% in this country. ... The murder rate now is up 26% across the nation this year under Donald Trump.""",https://www.politifact.com/factchecks/2020/sep/03/joe-biden/fact-checking-joe-bidens-comparison-violent-crime-/,2020-09-03,Joe Biden,half-true
251,Nick Freitas “supports a plan letting insurance companies deny coverage for preexisting conditions like asthma or diabetes.”,https://www.politifact.com/factchecks/2020/sep/03/democratic-congressional-campaign-committee/freitas-has-backed-plans-undercut-coverage-preexis/,2020-09-03,Democratic Congressional Campaign Committee,true
252,"“In some of these other states, some of their deaths can be attributable to the fact that they were having a hard time getting an ICU bed or a ventilator to a patient.”",https://www.politifact.com/factchecks/2020/sep/03/roy-cooper/cooper-overstates-ventilator-access-problem/,2020-09-03,Roy Cooper,barely-true
253,Says his policy is that “health insurance should always cover preexisting conditions. For anyone. Period.”,https://www.politifact.com/factchecks/2020/sep/03/david-perdue/georgia-sen-perdues-record-preexisting-conditions-/,2020-09-03,David Perdue,false
254,Elderly people were “beat up by a BLM hate group” for being white.,https://www.politifact.com/factchecks/2020/sep/02/facebook-posts/collage-gruesome-attacks-has-nothing-do-black-live/,2020-09-02,Facebook posts,false
255,"“PELOSI says if President TRUMP wins, she will resign!!”",https://www.politifact.com/factchecks/2020/sep/02/facebook-posts/nancy-pelosi-didnt-say-shed-resign-if-trump-wins-r/,2020-09-02,Facebook posts,pants-fire
256,"""PEDOPHILIA is now LEGAL in CALIFORNIA. Now a 21 year old can have sex with an 11 year old, and not be listed on the sex registry as a sex offender.""",https://www.politifact.com/factchecks/2020/sep/02/facebook-posts/claim-viewed-millions-social-media-says-california/,2020-09-02,Facebook posts,pants-fire
257,“Covid-19 means ‘certificate of identification of vaccination with artificial intelligence.’”,https://www.politifact.com/factchecks/2020/sep/02/viral-image/covid-19-still-stands-coronavirus-disease-2019/,2020-09-02,Viral image,pants-fire
258,“More cops have died from COVID this year than have been killed on patrol.”,https://www.politifact.com/factchecks/2020/sep/02/joe-biden/has-covid-19-killed-more-cops-all-other-causes/,2020-09-02,Joe Biden,mostly-true
259,Says Tony Evers and Mandela Barnes “have participated in rallies that have done more to incite than calm the situation” in Kenosha,https://www.politifact.com/factchecks/2020/sep/01/ron-johnson/johnson-misses-mark-claim-evers-barnes-have-partic/,2020-09-01,Ron Johnson,false
260,“The entire city (of Portland) is ablaze all the time.”,https://www.politifact.com/factchecks/2020/sep/01/donald-trump/we-are-not-fire-authorities-dispute-trumps-false-c/,2020-09-01,Donald Trump,false
261,Says Chadwick Boseman was poisoned and his death is being investigated as a homicide.,https://www.politifact.com/factchecks/2020/sep/01/viral-image/hoax-distorts-chadwick-bosemans-death/,2020-09-01,Viral image,pants-fire
262,Says Kamala Harris and other Democratic senators “voted to let babies scream until they die if born alive.”,https://www.politifact.com/factchecks/2020/sep/01/viral-image/facebook-post-mischaracterizes-democratic-senators/,2020-09-01,Viral image,false
263,"Says video shows Kyle Rittenhouse, the 17-year-old charged with killing two protesters in Kenosha, ""was trying to get away from them"" ... ""fell, and then they violently attacked him.""",https://www.politifact.com/factchecks/2020/sep/01/donald-trump/trump-paints-false-picture-kyle-rittenhouse-shooti/,2020-09-01,Donald Trump,false
264,“Says authorities found 39 children in a double wide trailer in Georgia and it's not the biggest news story in America.”,https://www.politifact.com/factchecks/2020/sep/01/facebook-posts/no-39-missing-kids-werent-found-double-wide-traile/,2020-09-01,Facebook posts,false
265,"In contrast to how a Black man who was shot by police was treated, Kenosha police officers ""let an armed white supremacist walk right past them after shooting people.""",https://www.politifact.com/factchecks/2020/sep/01/gwen-moore/kenosha-police-did-let-kyle-rittenhouse-go-claim-g/,2020-09-01,Gwen Moore,half-true
266,“I am not banning fracking.”,https://www.politifact.com/factchecks/2020/sep/01/joe-biden/fact-checkin-joe-biden-pa-his-fracking-policy/,2020-09-01,Joe Biden,mostly-true
267,"“If I didn’t INSIST on having the National Guard activate and go into Kenosha, Wisconsin, there would be no Kenosha right now.”",https://www.politifact.com/factchecks/2020/sep/01/donald-trump/heres-why-trump-vastly-overreaches-claiming-credit/,2020-09-01,Donald Trump,pants-fire
268,"“If you go to Antifa.com, it takes you directly to Joe Biden’s webpage...what’s that tell ya…try it yourself.”",https://www.politifact.com/factchecks/2020/sep/01/facebook-posts/antifacom-redirects-bidens-campaign-website-anyone/,2020-09-01,Facebook posts,half-true
269,California voters who go to the polls to vote in person will be “TURNED AWAY & CANNOT VOTE” unless they change their voting preference to “NO to mail in voting.”,https://www.politifact.com/factchecks/2020/sep/01/instagram-posts/social-media-posts-make-false-claim-ca-voters-will/,2020-09-01,Instagram posts,pants-fire
270,"Says Ady Barkan asked Joe Biden, “Do we agree that we can redirect some of the funding for police?”",https://www.politifact.com/factchecks/2020/aug/31/steve-scalise/house-republicans-video-manipulates-activists-comp/,2020-08-31,Steve Scalise,pants-fire
271,Says Joe Biden was asleep and snoring during a TV interview.,https://www.politifact.com/factchecks/2020/aug/31/facebook-posts/video-edited-falsely-claim-joe-biden-was-asleep-du/,2020-08-31,Facebook posts,pants-fire
272,"The CDC “adjusted the US Covid deaths from 153,504 to 9,210.”",https://www.politifact.com/factchecks/2020/aug/31/facebook-posts/no-cdc-did-not-quietly-adjust-us-coronavirus-death/,2020-08-31,Facebook posts,pants-fire
273,"“If you vote by mail, your personal information will be part of a public database that will be used by police departments to track down old warrants and be used by credit card companies to collect outstanding debt. The CDC is even pushing to use records for mail-in voting to track people for mandatory vaccines.”",https://www.politifact.com/factchecks/2020/aug/31/robocaller/michigan-election-legal-chiefs-decry-racist-roboca/,2020-08-31,Robocaller,pants-fire
274,"Says a photo shows accused shooter Kyle Rittenhouse’s mother, armed with a long gun, in Kenosha, Wisconsin, on the night two protesters were killed and one injured.",https://www.politifact.com/factchecks/2020/aug/31/facebook-posts/no-photo-does-not-show-kyle-rittenhouses-mother-ni/,2020-08-31,Facebook posts,false
275,"Says crime is on the rise in Austin and a new study showed that it “is the No. 1 city in America in the year-to-year percentage increase in murders, with a percentage increase of more than 64% for the first half of this year.”",https://www.politifact.com/factchecks/2020/aug/31/greg-abbott/examining-claim-about-austin-homicides-crimes/,2020-08-31,Greg Abbott,half-true
276,"Says Sen. Gary Peters, D-Mich., is ""known for doing nothing. … (Peters) skipped 84% of small business hearings (and) skipped 89% of hearings on China.""",https://www.politifact.com/factchecks/2020/aug/31/john-james/fact-checking-john-james-gary-peters-committee-att/,2020-08-31,John James,barely-true
277,Says Mark Kelly wants to “defund the police.”,https://www.politifact.com/factchecks/2020/aug/31/martha-mcsally/no-mark-kelly-does-not-want-defund-police/,2020-08-31,Martha McSally,pants-fire
278,"“If I mail in my ballot on Sunday and show up to the polling station on Tuesday, they won’t know if I’ve already voted or not. That, my friends, is a serious concern for all of us.”",https://www.politifact.com/factchecks/2020/aug/31/facebook-posts/dont-believe-facebook-claim-states-have-procedures/,2020-08-31,Facebook posts,false
279,“Cuomo ended cash bail ... and now the crime rate has gone through the roof.”,https://www.politifact.com/factchecks/2020/aug/29/donald-trump/trumps-claim-linking-crime-rates-bail-reform-lacks/,2020-08-29,Donald Trump,false
280,Says Joe Biden “abandoned Scranton.”,https://www.politifact.com/factchecks/2020/aug/29/donald-trump/fact-checking-trumps-frequent-claim-joe-biden-aban/,2020-08-29,Donald Trump,pants-fire
281,“Video showed police thank (Kyle Rittenhouse) & give him water prior to the killings”,https://www.politifact.com/factchecks/2020/aug/28/facebook-posts/yes-police-gave-kyle-rittenhouse-water-and-thanked/,2020-08-28,Facebook posts,true
282,“At 17 years old Kyle (Rittenhouse) was perfectly legal to be able to possess that rifle without parental supervision.”,https://www.politifact.com/factchecks/2020/aug/28/facebook-posts/did-kyle-rittenhouse-break-law-carrying-assault-st/,2020-08-28,Facebook posts,false
283,"Says Gov. Tony Evers and Lt. Gov. Mandela Barnes, after police shooting of Jacob Blake, ""did not call for peace. They did not encourage calm.",https://www.politifact.com/factchecks/2020/aug/28/howard-marklein/claim-evers-barnes-did-not-call-peace-calm-after-b/,2020-08-28,Howard Marklein,barely-true
284,“Two mail in ballots in PA (were) sent to the same person with their names on both a week and a half apart.”,https://www.politifact.com/factchecks/2020/aug/28/facebook-posts/two-mail-ballots-sent-one-person-doesnt-mean-they-/,2020-08-28,Facebook posts,half-true
285,Suggests the alleged Kenosha shooter’s father is a deputy in the Kenosha sheriff’s department.,https://www.politifact.com/factchecks/2020/aug/28/viral-image/no-alleged-kenosha-shooters-father-isnt-kenosha-sh/,2020-08-28,Viral image,pants-fire
286,Says Melania Trump is the “first FLOTUS to visit troops in a combat zone since 1969.”,https://www.politifact.com/factchecks/2020/aug/28/facebook-posts/melania-trump-not-first-flotus-visit-troops-combat/,2020-08-28,Facebook posts,false
287,"Says Jill Biden said, “all Americans will be required to learn Spanish when we win”",https://www.politifact.com/factchecks/2020/aug/28/facebook-posts/jill-biden-has-not-called-mandatory-spanish-if-joe/,2020-08-28,Facebook posts,pants-fire
288,Says Joe Biden “is even talking about taking the wall down.”,https://www.politifact.com/factchecks/2020/aug/28/donald-trump/donald-trumps-false-rnc-claim-about-joe-biden-and-/,2020-08-28,Donald Trump,false
289,"“... in 2013 Obama determined Social Security would not send checks through the USPS, because it was not secure”",https://www.politifact.com/factchecks/2020/aug/28/facebook-posts/obama-era-shift-electronic-social-security-payment/,2020-08-28,Facebook posts,false
290,"“Trump denies fire assistance to California because they didn't vote for him, but helped Russia with their wildfires in Siberia.”",https://www.politifact.com/factchecks/2020/aug/28/facebook-posts/yes-trump-said-he-offered-russia-help-wildfires-no/,2020-08-28,Facebook posts,false
291,"Says Jacob Blake, shot by police in Kenosha, had a warrant for sexual assault and prior convictions for gun use",https://www.politifact.com/factchecks/2020/aug/27/facebook-posts/online-post-wrong-about-some-claims-sex-gun-offens/,2020-08-27,Facebook posts,half-true
292,"In April, when asked how he would handle the COVID-19 pandemic, Tommy Tuberville ""said he didn't have a clue"" and after winning the Republican nomination in July, ""he still said he didn't have a clue.""",https://www.politifact.com/factchecks/2020/aug/27/doug-jones/tuberville-did-say-he-wouldnt-have-clue-covid-19-h/,2020-08-27,Doug Jones,mostly-true
293,“Police training in Wisconsin is 21 weeks. A cosmetology license takes 40 weeks.”,https://www.politifact.com/factchecks/2020/aug/27/facebook-posts/cosmetology-license-takes-more-training-hours-poli/,2020-08-27,Facebook posts,half-true
294,Says Jacob Blake “declared he had a gun in the car and was going to go get it” and was “brandishing” a knife,https://www.politifact.com/factchecks/2020/aug/27/facebook-posts/no-jacob-blake-did-not-brandish-knife-gun-kenosha/,2020-08-27,Facebook posts,false
295,"Police are ""20.8 times more likely to kill than be killed by a criminal.""",https://www.politifact.com/factchecks/2020/aug/27/chris-larson/yes-police-were-208-more-likely-kill-be-killed-cri/,2020-08-27,Chris Larson,true
296,“BLM rioters just burned down a black church in a black community with a BLM sign out front.”,https://www.politifact.com/factchecks/2020/aug/27/facebook-posts/no-blm-protesters-didnt-burn-down-black-church-ken/,2020-08-27,Facebook posts,false
297,Photo shows Don Lemon and Jeffrey Epstein embracing.,https://www.politifact.com/factchecks/2020/aug/27/viral-image/photo-don-lemon-and-jeffrey-epstein-doctored/,2020-08-27,Viral image,pants-fire
298,Says James Madison “signed the Declaration of Independence.”,https://www.politifact.com/factchecks/2020/aug/27/madison-cawthorn/no-james-madison-didnt-sign-declaration-independen/,2020-08-27,Madison Cawthorn,false
299,“President Trump marshalled the full resources of our federal government from the outset. He directed us to forge a seamless partnership with governors across America in both political parties.”,https://www.politifact.com/factchecks/2020/aug/27/mike-pence/pence-rnc-speech-praises-trumps-covid-19-seamless-/,2020-08-27,Mike Pence,barely-true
300,“Drug overdose deaths decreased in 2018 for the first time in 30 years.”,https://www.politifact.com/factchecks/2020/aug/27/ryan-holets/drug-overdose-deaths-declined-2018-theres-more-sto/,2020-08-26,Ryan Holets,mostly-true
301,“Jacob S. Blake is a Child (16 YO Girl) Rapist.”,https://www.politifact.com/factchecks/2020/aug/26/facebook-posts/jacob-blake-not-child-rapist/,2020-08-26,Facebook posts,false
302,Photos show that the person who shot three people during a protest over the police shooting of Jacob Blake is a police officer.,https://www.politifact.com/factchecks/2020/aug/26/viral-image/teen-accused-killing-demonstrators-not-police-offi/,2020-08-26,Viral image,false
303,These photos show Jacob Blake posing with a gun.,https://www.politifact.com/factchecks/2020/aug/26/viral-image/these-photos-doesnt-show-jacob-blake-posing-gun/,2020-08-26,Viral image,false
304,Says Jill Schupp has shown a “disturbing pattern of putting sex offenders over our safety.”,https://www.politifact.com/factchecks/2020/aug/26/ann-wagner/mo-house-race-wagner-cherry-picks-votes-attack-sch/,2020-08-26,Ann Wagner,barely-true
305,Says Nancy Pelosi passed a bill awarding a $9 billion contract to her husband’s company.,https://www.politifact.com/factchecks/2020/aug/26/facebook-posts/no-nancy-pelosi-did-not-pass-bill-awarding-9-billi/,2020-08-26,Facebook posts,pants-fire
306,"Says Joe Biden and Kamala Harris would raise the federal income tax rate for a person with a bi-weekly gross salary of $3,000 to 39.6%, costing “nearly half your paycheck.”",https://www.politifact.com/factchecks/2020/aug/26/facebook-posts/another-widespread-facebook-post-spreads-false-cla/,2020-08-26,Facebook posts,false
307,Clicking on this link in a text message lets sex traffickers track you.,https://www.politifact.com/factchecks/2020/aug/26/facebook-posts/these-texts-are-suspicious-not-tied-sex-traffickin/,2020-08-26,Facebook posts,false
308,"Says Joe Biden “voted for the Iraq War … He supported war in Serbia, Syria, Libya.”",https://www.politifact.com/factchecks/2020/aug/26/rand-paul/fact-checking-rand-paul-joe-biden-and-support-wars/,2020-08-26,Rand Paul,mostly-true
309,Says Donald Trump “proposes cutting a half a billion dollars of local police support.”,https://www.politifact.com/factchecks/2020/aug/25/joe-biden/biden-says-trump-wants-cut-local-law-enforcement-a/,2020-08-25,Joe Biden,mostly-true
310,Democrats and Joe Biden “want to abolish the suburbs altogether by ending single-family home zoning.”,https://www.politifact.com/factchecks/2020/aug/25/patricia-mccloskey/st-louis-couple-who-aimed-guns-protesters-makes-fa/,2020-08-25,Patricia McCloskey,false
311,"Says Michelle Obama said, “Vote Democrat or the riots and violence will continue.”",https://www.politifact.com/factchecks/2020/aug/25/facebook-posts/michelle-obama-didnt-threaten-riots-will-continue-/,2020-08-25,Facebook posts,false
312,Sen. Steve Daines “voted to give billions in tax breaks to big drug companies even as they raised prices.”,https://www.politifact.com/factchecks/2020/aug/25/duty-and-honor/misleading-ad-montana-senate-race-casts-steve-dain/,2020-08-25,Duty and Honor,half-true
313,Says Joe Biden and Kamala Harris “want massive tax hikes on working families.”,https://www.politifact.com/factchecks/2020/aug/25/nikki-haley/do-joe-biden-and-kamala-harris-want-massive-tax-hi/,2020-08-25,Nikki Haley,false
314,"“Melania dug up the WH Rose Garden, removing roses from every First Lady since 1913.”",https://www.politifact.com/factchecks/2020/aug/24/facebook-posts/no-melania-trump-didnt-remove-roses-every-first-la/,2020-08-24,Facebook posts,false
315,Says Rep. Elissa Slotkin “voted against condemning cyber attacks by the Chinese Communist Party on American organizations developing COVID-19 treatments.”,https://www.politifact.com/factchecks/2020/aug/24/paul-junge/fact-check-junge-says-slotkin-voted-against-condem/,2020-08-24,Paul Junge,false
316,"Says Joe Biden’s Democratic National Convention speech “had to be taped in segments, and the segments had to be edited together.”",https://www.politifact.com/factchecks/2020/aug/24/rush-limbaugh/joe-biden-gave-his-convention-speech-live-rush-lim/,2020-08-24,Rush Limbaugh,pants-fire
317,“QAnon violence! There is none.”,https://www.politifact.com/factchecks/2020/aug/24/greg-gutfeld/qanon-hoax-has-been-linked-violence-fox-news-greg-/,2020-08-24,Greg Gutfeld,false
318,Says a video shared to his social media shows vehicles with broken windows in a parking garage used by state agencies in Texas on “the same night the City of Austin voted to cut $150 million” from the police department.”,https://www.politifact.com/factchecks/2020/aug/24/george-p-bush/fact-checking-claim-about-vehicle-damage-austin-po/,2020-08-24,George P. Bush,false
319,“Does the #DemConvention know @NYGovCuomo forced nursing homes across NY to take in COVID positive patients and planted the seeds of infection that killed thousands of grandmothers and grandfathers?”,https://www.politifact.com/factchecks/2020/aug/24/michael-caputo/hhs-official-blames-cuomo-nursing-home-covid-death/,2020-08-24,Michael Caputo,barely-true
320,"""In 3 months, Melania took 21 trips to NY, to get her hair done, at taxpayer cost of $675,000 or $32,143/trip.""",https://www.politifact.com/factchecks/2020/aug/24/facebook-posts/melania-trumps-675000-travel-bill-was-care-her-son/,2020-08-24,Facebook posts,false
321,"“So this is just a way they’re trying to steal the election, and everybody knows that. Because the only way they’re going to win is by a rigged election.”",https://www.politifact.com/factchecks/2020/aug/24/donald-trump/donald-trump-says-joe-biden-can-only-win-rigged-el/,2020-08-24,Donald Trump,pants-fire
322,Says Donald Trump's payroll tax deferral “could leave American workers liable for thousands of dollars during tax season and could potentially leave programs like Social Security and Medicare weakened.”,https://www.politifact.com/factchecks/2020/aug/24/eugene-depasquale/pa-democrats-tweet-correct-uncertainties-donald-tr/,2020-08-24,Eugene DePasquale,mostly-true
323,Kanye West’s access to Wisconsin’s ballot was “denied by liberals.”,https://www.politifact.com/factchecks/2020/aug/21/republican-party-wisconsin/liberals-did-not-deny-kanye-west-access-november-b/,2020-08-21,Republican Party of Wisconsin,barely-true
324,Photos show former President Barack Obama acting inappropriately with a child.,https://www.politifact.com/factchecks/2020/aug/21/viral-image/old-photos-barack-obama-misused-fuel-baseless-chil/,2020-08-21,Viral image,pants-fire
325,“The DNC omitted ‘one nation under God’ from the Pledge of Allegiance.”,https://www.politifact.com/factchecks/2020/aug/21/peggy-hubbard/dnc-did-not-omit-one-nation-under-god-pledge-alleg/,2020-08-21,Peggy Hubbard,barely-true
326,Says this photo shows Joe Biden kissing and biting a child on the cheek.,https://www.politifact.com/factchecks/2020/aug/21/viral-image/no-photo-doesnt-show-joe-biden-kissing-or-biting-y/,2020-08-21,Viral image,false
327,"Says Nancy Pelosi “wants to remove votes from soldiers overseas” and said, “They don’t even live here.”",https://www.politifact.com/factchecks/2020/aug/21/viral-image/recent-headlines-about-pelosi-disenfranchising-sol/,2020-08-21,Viral image,false
328,“The Post Office advises never send cash in the mail. It’s not secure. Vote by mail?”,https://www.politifact.com/factchecks/2020/aug/21/facebook-posts/postal-service-doesnt-say-never-mail-cash-other-op/,2020-08-21,Facebook posts,barely-true
329,“This USPS employee was caught taking down Trump signs. These people are also responsible for the mail in ballots they are pushing so hard.”,https://www.politifact.com/factchecks/2020/aug/21/viral-image/claims-conflate-old-news-and-new-concerns-about-ma/,2020-08-21,Viral image,half-true
330,"Says President Barack Obama “spied on my campaign, and got caught!”",https://www.politifact.com/factchecks/2020/aug/20/donald-trump/donald-trump-repeats-false-claim-obama-spied-his-c/,2020-08-20,Donald Trump,false
331,"Says Joe Biden told Americans, ‘If you elect me, your taxes are going to be raised, not cut.”",https://www.politifact.com/factchecks/2020/aug/20/america-first/ad-attacking-joe-bidens-tax-plan-takes-his-comment/,2020-08-20,America First,barely-true
332,“At UNC 14% of students tested positive.”,https://www.politifact.com/factchecks/2020/aug/20/chris-murphy/senator-forgets-key-context-about-uncs-covid-19-te/,2020-08-20,Chris Murphy,barely-true
333,Says Gov. Andrew Cuomo and Democratic lawmakers are “granting free tuition to illegal immigrants while closing Excelsior Scholarship applications to citizen students.”,https://www.politifact.com/factchecks/2020/aug/20/robert-ortt/new-york-republican-leader-miscasts-democratic-mov/,2020-08-20,Robert Ortt,barely-true
334,"“The fact is that in terms of the risk to schoolkids, this is lower risk than seasonal influenza.”",https://www.politifact.com/factchecks/2020/aug/20/ron-desantis/desantis-says-covid-lower-risk-school-aged-kids-fl/,2020-08-20,Ron DeSantis,mostly-true
335,“Thousands of Seattle Democrats gather to demand mail-in voting because it’s too dangerous to vote in-person.”,https://www.politifact.com/factchecks/2020/aug/20/viral-image/photo-doesnt-show-democrats-gathered-demand-mail-v/,2020-08-20,Viral image,false
336,"“Biden’s tax rate on a family making 75,000 dollars would go from 12% to 25%.”",https://www.politifact.com/factchecks/2020/aug/20/facebook-posts/facebook-post-wrongly-claims-biden-would-hike-taxe/,2020-08-20,Facebook posts,false
337,"Photos show Kamala Harris, Joe Biden, Gretchen Whitmer and Cory Booker violating COVID-19 safety precautions.",https://www.politifact.com/factchecks/2020/aug/20/viral-image/posters-take-old-biden-campaign-photos-falsely-say/,2020-08-19,Viral image,false
338,Goodyear Tires “announced a BAN ON MAGA HATS…This is what the Radical Left Democrats do.”,https://www.politifact.com/factchecks/2020/aug/19/donald-trump/calling-goodyear-dress-code-ban-maga-hats-mischara/,2020-08-19,Donald Trump,barely-true
339,“Cal Cunningham has been silent on this on defunding the police; I assume his silence is consent.”,https://www.politifact.com/factchecks/2020/aug/19/thom-tillis/no-cunningham-has-not-been-silent-defunding-police/,2020-08-19,Thom Tillis,false
340,"“When I ran for Congress, I promised to refuse money from corporate PACs. I’ve kept that promise.”",https://www.politifact.com/factchecks/2020/aug/19/abigail-spanberger/spanbergers-no-corporate-pac-pledge-needs-26-elabo/,2020-08-19,Abigail Spanberger,mostly-true
341,Says Kamala Harris inaccurately “claimed to be bussed in the 60’s due to segregation type issues.”,https://www.politifact.com/factchecks/2020/aug/19/facebook-posts/young-kamala-harris-was-among-berkeley-students-bu/,2020-08-19,Facebook posts,false
342,Says Mike Pence “said he won’t debate Kamala Harris.”,https://www.politifact.com/factchecks/2020/aug/19/facebook-posts/no-mike-pence-hasnt-refused-debate-kamala-harris/,2020-08-19,Facebook posts,false
343,"Amid COVID-19, 25 of the 26 Republican governors ""have decided to play football,"" but ""three-fourths"" of the 24 Democratic governors ""have decided not to play already and most will probably not play.”",https://www.politifact.com/factchecks/2020/aug/19/tommy-tuberville/senate-hopeful-tommy-tuberville-fumbles-facts-abou/,2020-08-19,Tommy Tuberville,false
344,"Says Kamala Harris said, “I don’t like Joe Biden and do not like his history with certain people or who he’s aligned with, he’s trash to me.”",https://www.politifact.com/factchecks/2020/aug/19/facebook-posts/kamala-harris-didnt-call-joe-biden-trash/,2020-08-19,Facebook posts,false
345,"Says Condoleezza Rice said, “If you are taught bitterness and anger, then you will believe you are a victim. You will feel aggrieved and the twin brother of aggrievement is entitlement. So now you think you are owed something and you don’t have to work for it and now you’re on a really bad road to nowhere because there are people who will play to that sense of victimhood, aggrievement and entitlement, and you still won’t have a job.”",https://www.politifact.com/factchecks/2020/aug/19/facebook-posts/condoleezza-rice-once-spoke-about-entitlement-isnt/,2020-08-19,Facebook posts,half-true
346,A coloring book that describes Joe Biden as “America’s Sexiest Moderate” is being marketed to children.,https://www.politifact.com/factchecks/2020/aug/19/viral-image/joe-biden-coloring-book-isnt-marketing-former-vice/,2020-08-19,Viral image,false
347,"“In West Virginia alone, overdoses have increased by 50% during the #COVID-19 pandemic.”",https://www.politifact.com/factchecks/2020/aug/19/carol-miller/have-overdoses-wva-increased-50-during-pandemic/,2020-08-19,Carol Miller,mostly-true
348,The United States is “the only major industrial economy to have its unemployment rate triple” since the coronavirus pandemic began.,https://www.politifact.com/factchecks/2020/aug/19/bill-clinton/bill-clinton-mostly-accurate-international-unemplo/,2020-08-18,Bill Clinton,mostly-true
349,"“8% of the votes cast” in Michigan’s Aug. 4 primary, 864 mailed ballots, came from dead voters. “NOTHING TO SEE HERE!!!”",https://www.politifact.com/factchecks/2020/aug/18/donald-trump-jr/donald-trump-jr-distorts-michigan-data-dead-voters/,2020-08-18,Donald Trump Jr.,pants-fire
350,A photo shows Kamala Harris is “listed as Caucasian on her birth certificate.”,https://www.politifact.com/factchecks/2020/aug/18/viral-image/photo-doesnt-show-kamala-harris-listed-caucasian-h/,2020-08-18,Viral image,false
351,"The coronavirus has seen a “big surge in New Zealand. It's terrible. We don't want that.""",https://www.politifact.com/factchecks/2020/aug/18/donald-trump/we-dont-want-trump-says-new-zealand-after-country-/,2020-08-18,Donald Trump,false
352,"“In California, Democrats have intentionally implemented rolling blackouts.”",https://www.politifact.com/factchecks/2020/aug/18/donald-trump/grid-operator-rejects-trumps-false-claim-democrats/,2020-08-18,Donald Trump,false
353,"Says Ben Shapiro tweeted, “The USPS is not only a bloated and outdate government agency, it is also ineffective and incompetent. It’s been 2 months since my wife went on a Hawaii vacation with her personal trainer; she said she would send me postcards every day and so far none of them have arrived.”",https://www.politifact.com/factchecks/2020/aug/18/viral-image/no-ben-shapiro-didnt-tweet-about-postal-service/,2020-08-18,Viral image,false
354,"""Our (COVID-19) numbers are better than almost all countries.""",https://www.politifact.com/factchecks/2020/aug/18/donald-trump/donald-trump-says-us-top-globally-covid-19-fight-i/,2020-08-18,Donald Trump,false
355,"Postmaster General Louis DeJoy “gave $400,000 to Republicans just this year” and has “between $30 and $75 million in assets of direct competitors to the United States Postal Service.”",https://www.politifact.com/factchecks/2020/aug/18/really-american/ad-watch-postmaster-general-republican-donor-inves/,2020-08-18,Really American,mostly-true
356,"“As of the last 24 hours this is the protocol regarding masks: Masks should only be used by healthcare workers, caretakers or by people who are sick with symptoms like fever and cough.”",https://www.politifact.com/factchecks/2020/aug/18/facebook-posts/facebook-posts-labels-months-old-image-mask-policy/,2020-08-18,Facebook posts,false
357,"“In one of the states that determined the outcome” of the 2016 presidential race, “the winning margin averaged out to just two votes per precinct, two votes.”",https://www.politifact.com/factchecks/2020/aug/18/michelle-obama/michelle-obama-right-2-votes-precinct-enabled-trum/,2020-08-18,Michelle Obama,true
358,"""Social Security beneficiaries count on the post office to get their checks.”",https://www.politifact.com/factchecks/2020/aug/18/eva-longoria/most-people-receive-social-security-payments-elect/,2020-08-18,Eva Longoria Baston,half-true
359,"Says Democratic presidential nominee Joe Biden backs a fracking ban that would cost 100,000 Wisconsin jobs",https://www.politifact.com/factchecks/2020/aug/18/trump-victory-wisconsin/no-joe-biden-doesnt-want-ban-fracking-and-kill-wis/,2020-08-17,Wisconsin Trump Victory,false
